מס.סידורי,טרנזקציה,תאריך העסקה,שם המוצר,חובה,זכות,חשבון בחובה,חשבון בזכות,גיליון,קישור טרנזקציה
13487,3807692,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807692
13488,3807693,2025-11-23,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807693
13489,3807693,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807693
13490,3807693,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807693
13491,3807693,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807693
13492,3807693,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807693
13493,3807694,2025-11-23,Credit card,20.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807694
13494,3807694,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807694
13495,3807695,2025-11-23,Credit card,20.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807695
13496,3807695,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807695
13497,3807696,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807696
13498,3807696,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807696
13499,3807696,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807696
13500,3807700,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807700
13501,3807700,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807700
13502,3807700,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807700
13503,3807702,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807702
13504,3807702,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807702
13505,3807702,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807702
13506,3807704,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807704
13507,3807704,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807704
13508,3807704,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807704
13509,3807705,2025-11-23,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807705
13510,3807705,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807705
13511,3807705,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807705
13512,3807707,2025-11-23,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807707
13513,3807707,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807707
13514,3807711,2025-11-23,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807711
13515,3807711,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807711
13516,3807714,2025-11-23,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807714
13517,3807714,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807714
13518,3807716,2025-11-23,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807716
13519,3807716,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807716
13520,3807718,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807718
13521,3807718,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807718
13522,3807718,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807718
13523,3807719,2025-11-23,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807719
13524,3807719,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807719
13525,3807719,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807719
13526,3807720,2025-11-23,Credit card,20.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807720
13527,3807720,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807720
13528,3807721,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807721
13529,3807721,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807721
13530,3807721,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807721
13531,3807722,2025-11-23,Credit card,20.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807722
13532,3807722,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807722
13533,3807724,2025-11-23,Credit card,320.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807724
13534,3807724,2025-11-23,מנוי יורוקאפ 25/26,,320.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807724
13535,3807726,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807726
13536,3807726,2025-11-23,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807726
13537,3807727,2025-11-23,Cash,200.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807727
13538,3807727,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807727
13539,3807727,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807727
13540,3807727,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807727
13541,3807727,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807727
13542,3807729,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807729
13543,3807729,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807729
13544,3807729,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807729
13545,3807732,2025-11-23,Cash,-200.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807732
13546,3807732,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,-50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807732
13547,3807732,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,-50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807732
13548,3807732,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,-50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807732
13549,3807732,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,-50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807732
13550,3807733,2025-11-23,Credit card,200.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807733
13551,3807733,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807733
13552,3807733,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807733
13553,3807733,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807733
13554,3807733,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807733
13555,3807734,2025-11-23,Cash,50.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807734
13556,3807734,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807734
13557,3807735,2025-11-23,Cash,20.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807735
13558,3807735,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807735
13559,3807736,2025-11-23,Credit card,40.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807736
13560,3807736,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807736
13561,3807736,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,20.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807736
13562,3807737,2025-11-23,Credit card,110.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807737
13563,3807737,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,110.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807737
13564,3807739,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807739
13565,3807739,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807739
13566,3807739,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807739
13567,3807740,2025-11-23,Credit card,176.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807740
13568,3807740,2025-11-23,מנוי יורוקאפ 25/26,,176.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807740
13569,3807741,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807741
13570,3807741,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807741
13571,3807741,2025-11-23,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807741
13572,3807744,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807744
13573,3807744,2025-11-23,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807744
13574,3807745,2025-11-23,Credit card,90.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807745
13575,3807745,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,90.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807745
13576,3807757,2025-11-23,Credit card,228.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807757
13577,3807757,2025-11-23,מנוי יורוקאפ 25/26,,228.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807757
13578,3807759,2025-11-23,Credit card,320.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807759
13579,3807759,2025-11-23,מנוי יורוקאפ 25/26,,320.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807759
13580,3807762,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807762
13581,3807762,2025-11-23,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807762
13582,3807764,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807764
13583,3807764,2025-11-23,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807764
13584,3807765,2025-11-23,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807765
13585,3807765,2025-11-23,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807765
13586,3807792,2025-11-23,Credit card,576.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807792
13587,3807792,2025-11-23,מנוי יורוקאפ 25/26,,320.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807792
13588,3807792,2025-11-23,מנוי יורוקאפ 25/26,,256.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807792
13589,3807793,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807793
13590,3807793,2025-11-23,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807793
13591,3807794,2025-11-23,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807794
13592,3807794,2025-11-23,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807794
13593,3807915,2025-11-24,Credit card,176.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807915
13594,3807915,2025-11-24,מנוי יורוקאפ 25/26,,176.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807915
13595,3807916,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807916
13596,3807916,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807916
13597,3807922,2025-11-24,Credit card,176.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807922
13598,3807922,2025-11-24,מנוי יורוקאפ 25/26,,176.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807922
13599,3807924,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807924
13600,3807924,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807924
13601,3807925,2025-11-24,Credit card,250.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807925
13602,3807925,2025-11-24,מנוי יורוקאפ 25/26,,250.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807925
13603,3807926,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807926
13604,3807926,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807926
13605,3807931,2025-11-24,Credit card,228.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807931
13606,3807931,2025-11-24,מנוי יורוקאפ 25/26,,228.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807931
13607,3807932,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807932
13608,3807932,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807932
13609,3807938,2025-11-24,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807938
13610,3807938,2025-11-24,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807938
13611,3807941,2025-11-24,Credit card,176.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807941
13612,3807941,2025-11-24,מנוי יורוקאפ 25/26,,176.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807941
13613,3807943,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807943
13614,3807943,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807943
13615,3807949,2025-11-24,Credit card,90.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807949
13616,3807949,2025-11-24,Round 9: Umana Reyer Venice 🏠,,90.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807949
13617,3807965,2025-11-24,Credit card,800.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807965
13618,3807965,2025-11-24,מנוי משולב לעונת 25/26,,800.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807965
13619,3807971,2025-11-24,Credit card,260.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807971
13620,3807971,2025-11-24,Round 9: Umana Reyer Venice 🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807971
13621,3807971,2025-11-24,Round 9: Umana Reyer Venice 🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807971
13622,3807971,2025-11-24,Round 9: Umana Reyer Venice 🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807971
13623,3807971,2025-11-24,Round 9: Umana Reyer Venice 🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807971
13624,3807976,2025-11-24,Credit card,600.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807976
13625,3807976,2025-11-24,מנוי לעונת 2025/2026,,600.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807976
13626,3807981,2025-11-24,Credit card,600.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807981
13627,3807981,2025-11-24,מנוי לעונת 2025/2026,,600.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807981
13628,3807985,2025-11-24,Credit card,500.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807985
13629,3807985,2025-11-24,מנוי יורוקאפ 25/26,,250.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807985
13630,3807985,2025-11-24,מנוי יורוקאפ 25/26,,250.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807985
13631,3807986,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807986
13632,3807986,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807986
13633,3807987,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807987
13634,3807987,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807987
13635,3807992,2025-11-24,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807992
13636,3807992,2025-11-24,ליגת ווינר סל מחזור 8: קרית אתא 🚗,,0.0,,4241.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807992
13637,3807999,2025-11-24,Credit card,140.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807999
13638,3807999,2025-11-24,מנוי יורוקאפ 25/26,,140.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3807999
13639,3808000,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808000
13640,3808000,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808000
13641,3808015,2025-11-24,Credit card,2788.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808015
13642,3808015,2025-11-24,מנוי משולב לעונת 25/26,,1394.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808015
13643,3808015,2025-11-24,מנוי משולב לעונת 25/26,,1394.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808015
13644,3808017,2025-11-24,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808017
13645,3808017,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808017
13646,3808019,2025-11-24,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808019
13647,3808019,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808019
13648,3808026,2025-11-24,Credit card,285.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808026
13649,3808026,2025-11-24,מנוי יורוקאפ 25/26,,285.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808026
13650,3808027,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808027
13651,3808027,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808027
13652,3808028,2025-11-24,Credit card,224.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808028
13653,3808028,2025-11-24,Round 9: Umana Reyer Venice 🏠,,56.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808028
13654,3808028,2025-11-24,Round 9: Umana Reyer Venice 🏠,,56.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808028
13655,3808028,2025-11-24,Round 9: Umana Reyer Venice 🏠,,56.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808028
13656,3808028,2025-11-24,Round 9: Umana Reyer Venice 🏠,,56.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808028
13657,3808048,2025-11-24,Credit card,176.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808048
13658,3808048,2025-11-24,מנוי יורוקאפ 25/26,,176.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808048
13659,3808049,2025-11-24,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808049
13660,3808049,2025-11-24,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808049
13661,3808147,2025-11-25,Credit card,285.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808147
13662,3808147,2025-11-25,מנוי יורוקאפ 25/26,,285.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808147
